Year,Balanced strategy,Unscaled selected signal,Equal Weight 30,QQQ benchmark
2021,0.5521837540038916,0.4782199995451992,0.3786833223924877,0.27419730146766264
2022,-0.21921545379152008,-0.22203524428465238,-0.2002628211709453,-0.3257701267229708
2023,0.520034860601525,0.5210221032007909,0.49510181191541025,0.5485559786119054
